Amazon,FK
"{'title': 'GOVO GOBUDS 902 Super Bass, Waterproof IPX4, Passive Noise Cancellation, 3D Stereo Sound, Type C Fast Charging Bluetooth Truly Wireless in Ear Earbuds with Mic(Platinum Black)', 'price': '₹1,999', 'review': '3.8 3.8 out of 5 stars', 'ratings': '555 ratings'}",
"{'title': 'GOVO GOBUDS 920 Truly Wireless in Ear Earbuds with Mic, 30H Playtime, Fast Charging,IPX5 Water Resistant, Dual Pairing, Noise Cancellation (Platinum Black)', 'price': '', 'review': '3.8 3.8 out of 5 stars', 'ratings': '559 ratings'}",
"{'title': 'GOVO GOCRUSH 410 4W Portable Speaker with Bluetooth - Wireless, 1800mAh Battery with 15H Playtime, IPX7 Water & Dust Resistance, ABS Fabric, Multiple inputs, TWS Feature, Voice Assistant - (Black)', 'price': '₹999', 'review': '3.7 3.7 out of 5 stars', 'ratings': '418 ratings'}",
"{'title': 'GOVO GOCRUSH 421 5W Bluetooth Speaker, 1800mAh Battery with 10 Hrs Playtime, IPX7, ABS Fabric and TWS Feature (Platinum Black)', 'price': '₹1,210', 'review': '3.7 3.7 out of 5 stars', 'ratings': '418 ratings'}",
"{'title': 'GOVO GOCRUSH 900 16W Bluetooth Portable Speaker, 25H Playtime with a 3600 mAh Battery, IPX7 Water & Dust Resistance, Multiple Inputs, AUX & Micro SD, ABS Fabric, TWS Feature, Voice Assistant (Black)', 'price': '₹2,999', 'review': '3.7 3.7 out of 5 stars', 'ratings': '418 ratings'}",
,
"{'title': 'GOVO GOKIXX 410 Bluetooth Wireless Neckband in Ear Earphone - 8H Battery, 10mm Drivers, IPX5, Magnetic Earbuds, Integrated Controls & Lightweight Design (Platinum Black)', 'price': '', 'review': '3.4 3.4 out of 5 stars', 'ratings': '70 ratings'}",
"{'title': 'GOVO GOKIXX 421 Bluetooth Wireless Neckband in Ear Earphone with Mic, 10H Long Battery, 10mm Drivers, Magnetic Earbuds, Integrated Controls & Lightweight Design (Platinum Black)', 'price': '', 'review': '3.6 3.6 out of 5 stars', 'ratings': '69 ratings'}",
"{'title': 'GOVO GOKIXX610 Wireless Bluetooth Neckband in Ear Earphone with Mic, 9H Playtime, Magnetic Earbuds, Integrated Controls, Type C Charging & Lightweight Design (Platinum Black)', 'price': '', 'review': '3.5 3.5 out of 5 stars', 'ratings': '83 ratings'}",
"{'title': 'GOVO GOKIXX 620 Bluetooth Wireless Neckband in Ear Earphone - 20H Playtime, HD Mic, 10mm Drivers, Magnetic Earbuds, Lightweight & Comfortable (Platinum Black)', 'price': '', 'review': '4.2 4.2 out of 5 stars', 'ratings': '215 ratings'}",
"{'title': 'GOVO GOKIXX 621 Bluetooth Neckband, 22 Hours Battery, ENC Technology, Fast Charge, Smart Magnetic Buds, Gaming Mode, 10mm Drivers, Type C Charging, Wireless in Ear Earphone (Platinum Black)', 'price': '₹899', 'review': '4.2 4.2 out of 5 stars', 'ratings': '993 ratings'}",
"{'title': 'GOVO GOKIXX 630 Bluetooth Wireless Neckband in Ear Earphones, 10H Playback, Enhanced Bass, Metal Control Board,IPX5, Magnetic Earbuds, Lightweight Design (Platinum Black)', 'price': '', 'review': '3.6 3.6 out of 5 stars', 'ratings': '96 ratings'}",
,
"{'title': 'GOVO GoKixx 652 Bluetooth Neckband, 60 Hours Battery, ENC Technology, Fast Charge, Magnetic Buds, Gaming Mode, 10mm Drivers, Type C Charging, Wireless in Ear Earphone (Black)', 'price': '₹1,199', 'review': '4.3 4.3 out of 5 stars', 'ratings': '859 ratings'}",
"{'title': 'GOVO GOKIXX 900 Bluetooth Wireless Neckband Earphones with Mic, 12H Playtime, 12mm Drivers, IPX5, TPE C Charging, Integrated Controls & Lightweight Design (Platinum Black)', 'price': '', 'review': '3.7 3.7 out of 5 stars', 'ratings': '129 ratings'}",
"{'title': 'GOVO GOKIXX 952 Bluetooth Neckband, 106 Hours Battery, ENC Technology, Fast Charge, Gaming Mode, 10mm Drivers, Type C Charging, Wireless in Ear Earphone (Space Grey)', 'price': '₹1,380', 'review': '4.2 4.2 out of 5 stars', 'ratings': '723 ratings'}",
"{'title': 'GOVO GOSURROUND 410 80 Watt 2.0 Channel with HDMI and Optical, Wireless Bluetooth Soundbar, RMS Output 40 W (Platinum Black)', 'price': '₹3,499', 'review': '3.3 3.3 out of 5 stars', 'ratings': '88 ratings'}",
"{'title': 'GOVO GOSURROUND 430 80 Watt 2.0 Channel with HDMI and Optical, Wireless Bluetooth Soundbar, RMS Output 60 W (Platinum Black)', 'price': '', 'review': '4.2 4.2 out of 5 stars', 'ratings': '988 ratings'}",
"{'title': 'GOVO GOSURROUND 610 100 Watt 2.1 Channel with HDMI & LED Display Wireless Bluetooth Soundbar (Platinum Black)', 'price': '₹5,299', 'review': '4.2 4.2 out of 5 stars', 'ratings': '988 ratings'}",
"{'title': 'GOVO GOSURROUND 620 100 Watt 2.1 Channel with HDMI, Optical & LED Display Wireless Bluetooth Soundbar (Platinum Black)', 'price': '', 'review': '4.0 4.0 out of 5 stars', 'ratings': '154 ratings'}",
"{'title': 'GOVO GOSURROUND 900 | 200W Soundbar, 2.1 Channel Home Theatre, 6.5” Wired Subwoofer, HDMI, AUX, USB & Bluetooth, 4 Equalizer Modes, Stylish Remote & LED Display, RMS 160W (Platinum Black)', 'price': '₹6,599', 'review': '4.6 4.6 out of 5 stars', 'ratings': '2,083 ratings'}",
"{'title': 'GOVO GOSURROUND 920 | 200W Soundbar, 2.1 Channel Home Theatre, Wireless Subwoofer, HDMI, AUX, USB & Bluetooth, 4 Equalizer Modes, Stylish Remote & LED Display, RMS 160W (Platinum Black)', 'price': '₹7,599', 'review': '4.2 4.2 out of 5 stars', 'ratings': '988 ratings'}",
,
"{'title': 'GOVO GOKIXX 621R Bluetooth Neckband, 22 Hours Battery, ENC Technology, Fast Charge, Smart Magnetic Buds, Gaming Mode, 10mm Drivers, Type C Charging, Wireless in Ear Earphone (Fiery Red)', 'price': '₹899', 'review': '4.2 4.2 out of 5 stars', 'ratings': '993 ratings'}",
"{'title': 'GOVO GOKIXX 621BL Bluetooth Neckband, 22 Hours Battery, ENC Technology, Fast Charge, Smart Magnetic Buds, Gaming Mode, 10mm Drivers, Type C Charging, Wireless in Ear Earphone (Midnight Blue)', 'price': '₹899', 'review': '4.2 4.2 out of 5 stars', 'ratings': '993 ratings'}",
